,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
97,shortest-cycle-in-a-graph,"from typing import List
from collections import deque, defaultdict
import heapq

def findShortestCycle(n: int, edges: List[List[int]]) -> int:
    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    def bfs(start):
        dist = [-1] * n
        dist[start] = 0
        q = deque([(start, -1)])
        shortest_cycle = float('inf')
        while q:
            node, parent = q.popleft()
            for neighbor in graph[node]:
                if dist[neighbor] == -1:
                    dist[neighbor] = dist[node] + 1
                    q.append((neighbor, node))
                elif neighbor != parent:
                    shortest_cycle = min(shortest_cycle, dist[node] + dist[neighbor] + 1)
                    if shortest_cycle == 3:  # Early termination for the smallest possible cycle
                        return shortest_cycle
        return shortest_cycle
    
    shortest_cycle = float('inf')
    for i in range(n):
        shortest_cycle = min(shortest_cycle, bfs(i))
    
    return shortest_cycle if shortest_cycle != float('inf') else -1",91,True,88,88,1426 ms,"**Tests that the code passed:**

assert findShortestCycle(7, [[0,1],[1,2],[2,0],[3,4],[4,5],[5,6],[6,3]]) == 3
assert findShortestCycle(4, [[0,1],[0,2]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
98,minimum-time-to-complete-all-tasks,"
def findMinimumTime(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    time_on = 0
    current_time = 0

    for start, end, duration in tasks:
        if current_time < start:
            current_time = start
        if current_time + duration <= end:
            time_on += duration
            current_time += duration
        else:
            time_on += end - current_time + 1
            current_time = end + 1

    return time_on
",91,False,275,1059,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert findMinimumTime([[2,3,1],[4,5,1],[1,5,2]]) == 2 # ERROR: This unit test fails. Output was 3, but expected value was: 2
assert findMinimumTime([[1,3,2],[2,5,3],[5,6,2]]) == 4 # ERROR: This unit test fails. Output was 6, but expected value was: 4","(False, False)",0
99,minimum-time-to-complete-all-tasks,"from typing import List
import heapq

def findMinimumTime(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    time_on = 0
    used_slots = set()

    for start, end, duration in tasks:
        available_slots = [t for t in range(start, end + 1) if t not in used_slots]
        
        if len(available_slots) >= duration:
            for t in available_slots[:duration]:
                used_slots.add(t)
        else:
            for t in available_slots:
                used_slots.add(t)
            remaining_duration = duration - len(available_slots)
            for t in range(end + 1, end + 1 + remaining_duration):
                used_slots.add(t)

    time_on = len(used_slots)
    return time_on

# Improved version with better handling of overlapping tasks and optimized slot allocation
def findMinimumTimeOptimized(tasks: List[List[int]]) -> int:
    tasks.sort(key=lambda x: x[1])
    time_on = 0
    used_slots = set()
    min_heap = []

    for start, end, duration in tasks:
        while min_heap and min_heap[0] < start:
            heapq.heappop(min_heap)
        
        available_slots = [t for t in range(start, end + 1) if t not in used_slots]
        
        if len(available_slots) >= duration:
            for t in available_slots[:duration]:
                used_slots.add(t)
                heapq.heappush(min_heap, t)
        else:
            for t in available_slots:
                used_slots.add(t)
                heapq.heappush(min_heap, t)
            remaining_duration = duration - len(available_slots)
            for t in range(end + 1, end + 1 + remaining_duration):
                used_slots.add(t)
                heapq.heappush(min_heap, t)

    time_on = len(used_slots)
    return time_on",91,False,259,1059,,,,1
100,count-number-of-possible-root-nodes,"
from collections import defaultdict, deque
from typing import List

def rootCount(edges: List[List[int]], guesses: List[List[int]], k: int) -> int:
    def build_tree(edges):
        tree = defaultdict(list)
        for u, v in edges:
            tree[u].append(v)
            tree[v].append(u)
        return tree

    def dfs(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                parent_map[neighbor] = node
                dfs(neighbor, node)

    def count_correct_guesses(root):
        correct_count = 0
        for u, v in guesses:
            if parent_map[v] == u:
                correct_count += 1
        return correct_count

    n = len(edges) + 1
    tree = build_tree(edges)
    parent_map = [-1] * n

    # Choose an arbitrary node as the root and build the parent map
    dfs(0, -1)

    # Count the number of correct guesses for each possible root
    possible_roots = 0
    for root in range(n):
        correct_guesses = count_correct_guesses(root)
        if correct_guesses >= k:
            possible_roots += 1

    return possible_roots
",91,False,35,51,,"**Tests that the code passed:**

assert rootCount([[0,1],[1,2],[2,3],[3,4]], [[1,0],[3,4],[2,1],[3,2]], 1) == 5

**Tests that the code failed:**

assert rootCount([[0,1],[1,2],[1,3],[4,2]], [[1,3],[0,1],[1,0],[2,4]], 3) == 3 # ERROR: This unit test fails. Output was 5, but expected value was: 3","(False, True)",0
101,count-number-of-possible-root-nodes,"from collections import defaultdict, deque
from typing import List

def rootCount(edges: List[List[int]], guesses: List[List[int]], k: int) -> int:
    def build_tree(edges):
        tree = defaultdict(list)
        for u, v in edges:
            tree[u].append(v)
            tree[v].append(u)
        return tree

    def dfs(node, parent):
        for neighbor in tree[node]:
            if neighbor != parent:
                parent_map[neighbor] = node
                dfs(neighbor, node)

    def count_correct_guesses(root):
        correct_count = 0
        for u, v in guesses:
            if parent_map[v] == u:
                correct_count += 1
        return correct_count

    def reroot_and_count_correct_guesses(node, parent, correct_guesses):
        nonlocal possible_roots
        if correct_guesses >= k:
            possible_roots += 1
        for neighbor in tree[node]:
            if neighbor != parent:
                new_correct_guesses = correct_guesses
                if (node, neighbor) in guess_set:
                    new_correct_guesses -= 1
                if (neighbor, node) in guess_set:
                    new_correct_guesses += 1
                reroot_and_count_correct_guesses(neighbor, node, new_correct_guesses)

    n = len(edges) + 1
    tree = build_tree(edges)
    parent_map = [-1] * n

    # Choose an arbitrary node as the root and build the parent map
    dfs(0, -1)

    # Precompute the number of correct guesses for the initial root
    guess_set = set((u, v) for u, v in guesses)
    initial_correct_guesses = count_correct_guesses(0)

    # Use rerooting technique to count correct guesses for each possible root
    possible_roots = 0
    reroot_and_count_correct_guesses(0, -1, initial_correct_guesses)

    return possible_roots",91,True,51,51,1594 ms,"**Tests that the code passed:**

assert rootCount([[0,1],[1,2],[1,3],[4,2]], [[1,3],[0,1],[1,0],[2,4]], 3) == 3
assert rootCount([[0,1],[1,2],[2,3],[3,4]], [[1,0],[3,4],[2,1],[3,2]], 1) == 5

**Tests that the code failed:**

No tests failed.
","(True, True)",1
102,number-of-ways-to-earn-points,"
from typing import List

def waysToReachTarget(target: int, types: List[List[int]]) -> int:
    MOD = 10**9 + 7
    
    # Initialize dp array where dp[i] means the number of ways to get i points
    dp = [0] * (target + 1)
    dp[0] = 1  # There's one way to get 0 points: answer no questions
    
    for count, marks in types:
        # We need to update dp array for each type of question
        new_dp = dp[:]
        for t in range(target + 1):
            for k in range(1, count + 1):
                if t + k * marks <= target:
                    new_dp[t + k * marks] = (new_dp[t + k * marks] + dp[t]) % MOD
                else:
                    break
        dp = new_dp
    
    return dp[target]
",91,True,63,63,1417 ms,"**Tests that the code passed:**

assert waysToReachTarget(6, [[6,1],[3,2],[2,3]]) == 7
assert waysToReachTarget(5, [[50,1],[50,2],[50,5]]) == 4
assert waysToReachTarget(18, [[6,1],[3,2],[2,3]]) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
103,number-of-ways-to-earn-points,"from typing import List

def waysToReachTarget(target: int, types: List[List[int]]) -> int:
    MOD = 10**9 + 7
    
    # Initialize dp array where dp[i] means the number of ways to get i points
    dp = [0] * (target + 1)
    dp[0] = 1  # There's one way to get 0 points: answer no questions
    
    for count, marks in types:
        # Update dp array in place to avoid extra space usage
        for current_score in range(target, -1, -1):
            for question_count in range(1, count + 1):
                new_score = current_score + question_count * marks
                if new_score > target:
                    break
                dp[new_score] = (dp[new_score] + dp[current_score]) % MOD
    
    return dp[target]",91,True,63,63,1078 ms,"**Tests that the code passed:**

assert waysToReachTarget(6, [[6,1],[3,2],[2,3]]) == 7
assert waysToReachTarget(5, [[50,1],[50,2],[50,5]]) == 4
assert waysToReachTarget(18, [[6,1],[3,2],[2,3]]) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
104,split-the-array-to-make-coprime-products,"
from typing import List
from math import gcd
from functools import reduce

def findValidSplit(nums: List[int]) -> int:
    def product(arr):
        return reduce(lambda x, y: x * y, arr, 1)
    
    n = nums.length
    for i in range(n - 1):
        left_product = product(nums[:i + 1])
        right_product = product(nums[i + 1:])
        if gcd(left_product, right_product) == 1:
            return i
    return -1
",91,False,29,75,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert findValidSplit([4,7,8,15,3,5]) == 2 # ERROR: This unit test fails because the function generated: 'list' object has no attribute 'length'.
assert findValidSplit([4,7,15,8,3,5]) == -1 # ERROR: This unit test fails because the function generated: 'list' object has no attribute 'length'.","(False, False)",0
105,split-the-array-to-make-coprime-products,"from typing import List
from math import gcd

def findValidSplit(nums: List[int]) -> int:
    n = len(nums)
    left_product = 1
    right_product = 1
    total_product = 1
    
    for num in nums:
        total_product *= num
    
    for i in range(n - 1):
        left_product *= nums[i]
        right_product = total_product // left_product
        if gcd(left_product, right_product) == 1:
            return i
    return -1",91,False,29,75,,"**Tests that the code passed:**

assert findValidSplit([4,7,8,15,3,5]) == 2
assert findValidSplit([4,7,15,8,3,5]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
106,time-to-cross-a-bridge,"
from typing import List
import heapq

def findCrossingTime(n: int, k: int, time: List[List[int]]) -> int:
    workers = [(time[i][0] + time[i][2], i, time[i]) for i in range(k)]
    workers.sort()
    
    left_waiting = [(0, i) for _, i, _ in workers]
    right_waiting = []
    left_working = []
    right_working = []
    
    current_time = 0
    boxes_moved = 0
    
    while boxes_moved < n:
        if left_working and left_working[0][0] <= current_time:
            _, i = heapq.heappop(left_working)
            heapq.heappush(left_waiting, (current_time, i))
        
        if right_working and right_working[0][0] <= current_time:
            _, i = heapq.heappop(right_working)
            heapq.heappush(right_waiting, (current_time, i))
        
        if right_waiting:
            _, i = heapq.heappop(right_waiting)
            current_time += workers[i][2][2]
            heapq.heappush(left_working, (current_time + workers[i][2][3], i))
            boxes_moved += 1
        elif left_waiting and boxes_moved < n:
            _, i = heapq.heappop(left_waiting)
            current_time += workers[i][2][0]
            heapq.heappush(right_working, (current_time + workers[i][2][1], i))
        else:
            if left_working:
                current_time = left_working[0][0]
            elif right_working:
                current_time = right_working[0][0]
    
    return current_time
",91,False,0,65,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert findCrossingTime(1, 3, [[1,1,2,1],[1,1,3,1],[1,1,4,1]]) == 6 # ERROR: This unit test fails. Output was 4, but expected value was: 6
assert findCrossingTime(3, 2, [[1,9,1,8],[10,10,10,10]]) == 50 # ERROR: This unit test fails. Output was 32, but expected value was: 50","(False, False)",0
